"11ch -- Domestic violence and intimate partner violence reported as an offence, 2009-2019"

"Year";"Victim's sex";"Mode of housing";"Relation between the victim and the suspect";"Victim's age";"Suspect's sex";"Offence";"Number of victims"
"2019";"Female victims";"Different household-dwelling unit";"Between spouses and co-habitating partners total";"25 - 34";"Suspect females";"Assault 21:5";3
"2019";"Female victims";"Different household-dwelling unit";"Between spouses and co-habitating partners total";"25 - 34";"Suspect females";"Robbery 31:1-2";0
"2019";"Female victims";"Different household-dwelling unit";"Between spouses and co-habitating partners total";"25 - 34";"Suspect females";"Extortion, aggravated extortion 31:3,4";0
"2019";"Female victims";"Different household-dwelling unit";"Between spouses and co-habitating partners total";"25 - 34";"Suspect females";"Deprivation of personal liberty 25:1-2§";0
"2019";"Female victims";"Different household-dwelling unit";"Between spouses and co-habitating partners total";"25 - 34";"Suspect females";"Menace 25:7§";0
"2019";"Female victims";"Different household-dwelling unit";"Between spouses and co-habitating partners total";"35 - 44";"Suspect males";"Rape, aggravated rape, rape (3 mom) 20:1-2";5
"2019";"Female victims";"Different household-dwelling unit";"Between spouses and co-habitating partners total";"35 - 44";"Suspect males";"Attempted manslaughter, murder or killing 21:1-3,34a:1";1
"2019";"Female victims";"Different household-dwelling unit";"Between spouses and co-habitating partners total";"35 - 44";"Suspect males";"Assault 21:5";151
"2019";"Female victims";"Different household-dwelling unit";"Between spouses and co-habitating partners total";"35 - 44";"Suspect males";"Robbery 31:1-2";0
"2019";"Female victims";"Different household-dwelling unit";"Between spouses and co-habitating partners total";"35 - 44";"Suspect males";"Extortion, aggravated extortion 31:3,4";0
"2019";"Female victims";"Different household-dwelling unit";"Between spouses and co-habitating partners total";"35 - 44";"Suspect males";"Deprivation of personal liberty 25:1-2§";4
"2019";"Female victims";"Different household-dwelling unit";"Between spouses and co-habitating partners total";"35 - 44";"Suspect males";"Menace 25:7§";52
"2019";"Female victims";"Different household-dwelling unit";"Between spouses and co-habitating partners total";"35 - 44";"Suspect females";"Rape, aggravated rape, rape (3 mom) 20:1-2";0
"2019";"Female victims";"Different household-dwelling unit";"Between spouses and co-habitating partners total";"35 - 44";"Suspect females";"Attempted manslaughter, murder or killing 21:1-3,34a:1";0
"2019";"Female victims";"Different household-dwelling unit";"Between spouses and co-habitating partners total";"35 - 44";"Suspect females";"Assault 21:5";3
"2019";"Female victims";"Different household-dwelling unit";"Between spouses and co-habitating partners total";"35 - 44";"Suspect females";"Robbery 31:1-2";0
"2019";"Female victims";"Different household-dwelling unit";"Between spouses and co-habitating partners total";"35 - 44";"Suspect females";"Extortion, aggravated extortion 31:3,4";0
"2019";"Female victims";"Different household-dwelling unit";"Between spouses and co-habitating partners total";"35 - 44";"Suspect females";"Deprivation of personal liberty 25:1-2§";0
"2019";"Female victims";"Different household-dwelling unit";"Between spouses and co-habitating partners total";"35 - 44";"Suspect females";"Menace 25:7§";0
"2019";"Female victims";"Different household-dwelling unit";"Between spouses and co-habitating partners total";"45 - 54";"Suspect males";"Rape, aggravated rape, rape (3 mom) 20:1-2";2
"2019";"Female victims";"Different household-dwelling unit";"Between spouses and co-habitating partners total";"45 - 54";"Suspect males";"Attempted manslaughter, murder or killing 21:1-3,34a:1";0
"2019";"Female victims";"Different household-dwelling unit";"Between spouses and co-habitating partners total";"45 - 54";"Suspect males";"Assault 21:5";60
"2019";"Female victims";"Different household-dwelling unit";"Between spouses and co-habitating partners total";"45 - 54";"Suspect males";"Robbery 31:1-2";0
"2019";"Female victims";"Different household-dwelling unit";"Between spouses and co-habitating partners total";"45 - 54";"Suspect males";"Extortion, aggravated extortion 31:3,4";0
"2019";"Female victims";"Different household-dwelling unit";"Between spouses and co-habitating partners total";"45 - 54";"Suspect males";"Deprivation of personal liberty 25:1-2§";1
"2019";"Female victims";"Different household-dwelling unit";"Between spouses and co-habitating partners total";"45 - 54";"Suspect males";"Menace 25:7§";25
"2019";"Female victims";"Different household-dwelling unit";"Between spouses and co-habitating partners total";"45 - 54";"Suspect females";"Rape, aggravated rape, rape (3 mom) 20:1-2";0
"2019";"Female victims";"Different household-dwelling unit";"Between spouses and co-habitating partners total";"45 - 54";"Suspect females";"Attempted manslaughter, murder or killing 21:1-3,34a:1";0
"2019";"Female victims";"Different household-dwelling unit";"Between spouses and co-habitating partners total";"45 - 54";"Suspect females";"Assault 21:5";1
"2019";"Female victims";"Different household-dwelling unit";"Between spouses and co-habitating partners total";"45 - 54";"Suspect females";"Robbery 31:1-2";0
"2019";"Female victims";"Different household-dwelling unit";"Between spouses and co-habitating partners total";"45 - 54";"Suspect females";"Extortion, aggravated extortion 31:3,4";0
"2019";"Female victims";"Different household-dwelling unit";"Between spouses and co-habitating partners total";"45 - 54";"Suspect females";"Deprivation of personal liberty 25:1-2§";0
"2019";"Female victims";"Different household-dwelling unit";"Between spouses and co-habitating partners total";"45 - 54";"Suspect females";"Menace 25:7§";0
"2019";"Female victims";"Different household-dwelling unit";"Between spouses and co-habitating partners total";"55 - 64";"Suspect males";"Rape, aggravated rape, rape (3 mom) 20:1-2";2
"2019";"Female victims";"Different household-dwelling unit";"Between spouses and co-habitating partners total";"55 - 64";"Suspect males";"Attempted manslaughter, murder or killing 21:1-3,34a:1";0
"2019";"Female victims";"Different household-dwelling unit";"Between spouses and co-habitating partners total";"55 - 64";"Suspect males";"Assault 21:5";19
"2019";"Female victims";"Different household-dwelling unit";"Between spouses and co-habitating partners total";"55 - 64";"Suspect males";"Robbery 31:1-2";0
"2019";"Female victims";"Different household-dwelling unit";"Between spouses and co-habitating partners total";"55 - 64";"Suspect males";"Extortion, aggravated extortion 31:3,4";2
"2019";"Female victims";"Different household-dwelling unit";"Between spouses and co-habitating partners total";"55 - 64";"Suspect males";"Deprivation of personal liberty 25:1-2§";0
"2019";"Female victims";"Different household-dwelling unit";"Between spouses and co-habitating partners total";"55 - 64";"Suspect males";"Menace 25:7§";8
"2019";"Female victims";"Different household-dwelling unit";"Between spouses and co-habitating partners total";"55 - 64";"Suspect females";"Rape, aggravated rape, rape (3 mom) 20:1-2";0
"2019";"Female victims";"Different household-dwelling unit";"Between spouses and co-habitating partners total";"55 - 64";"Suspect females";"Attempted manslaughter, murder or killing 21:1-3,34a:1";0
"2019";"Female victims";"Different household-dwelling unit";"Between spouses and co-habitating partners total";"55 - 64";"Suspect females";"Assault 21:5";0
"2019";"Female victims";"Different household-dwelling unit";"Between spouses and co-habitating partners total";"55 - 64";"Suspect females";"Robbery 31:1-2";0
"2019";"Female victims";"Different household-dwelling unit";"Between spouses and co-habitating partners total";"55 - 64";"Suspect females";"Extortion, aggravated extortion 31:3,4";0
"2019";"Female victims";"Different household-dwelling unit";"Between spouses and co-habitating partners total";"55 - 64";"Suspect females";"Deprivation of personal liberty 25:1-2§";0
"2019";"Female victims";"Different household-dwelling unit";"Between spouses and co-habitating partners total";"55 - 64";"Suspect females";"Menace 25:7§";0
"2019";"Female victims";"Different household-dwelling unit";"Between spouses and co-habitating partners total";"65 -";"Suspect males";"Rape, aggravated rape, rape (3 mom) 20:1-2";0
"2019";"Female victims";"Different household-dwelling unit";"Between spouses and co-habitating partners total";"65 -";"Suspect males";"Attempted manslaughter, murder or killing 21:1-3,34a:1";0
"2019";"Female victims";"Different household-dwelling unit";"Between spouses and co-habitating partners total";"65 -";"Suspect males";"Assault 21:5";11
"2019";"Female victims";"Different household-dwelling unit";"Between spouses and co-habitating partners total";"65 -";"Suspect males";"Robbery 31:1-2";0
"2019";"Female victims";"Different household-dwelling unit";"Between spouses and co-habitating partners total";"65 -";"Suspect males";"Extortion, aggravated extortion 31:3,4";0
"2019";"Female victims";"Different household-dwelling unit";"Between spouses and co-habitating partners total";"65 -";"Suspect males";"Deprivation of personal liberty 25:1-2§";0
"2019";"Female victims";"Different household-dwelling unit";"Between spouses and co-habitating partners total";"65 -";"Suspect males";"Menace 25:7§";2
"2019";"Female victims";"Different household-dwelling unit";"Between spouses and co-habitating partners total";"65 -";"Suspect females";"Rape, aggravated rape, rape (3 mom) 20:1-2";0
"2019";"Female victims";"Different household-dwelling unit";"Between spouses and co-habitating partners total";"65 -";"Suspect females";"Attempted manslaughter, murder or killing 21:1-3,34a:1";0
"2019";"Female victims";"Different household-dwelling unit";"Between spouses and co-habitating partners total";"65 -";"Suspect females";"Assault 21:5";0
"2019";"Female victims";"Different household-dwelling unit";"Between spouses and co-habitating partners total";"65 -";"Suspect females";"Robbery 31:1-2";0
"2019";"Female victims";"Different household-dwelling unit";"Between spouses and co-habitating partners total";"65 -";"Suspect females";"Extortion, aggravated extortion 31:3,4";0
"2019";"Female victims";"Different household-dwelling unit";"Between spouses and co-habitating partners total";"65 -";"Suspect females";"Deprivation of personal liberty 25:1-2§";0
"2019";"Female victims";"Different household-dwelling unit";"Between spouses and co-habitating partners total";"65 -";"Suspect females";"Menace 25:7§";0
"2019";"Female victims";"Different household-dwelling unit";"Former spouse";"0 - 4";"Suspect males";"Rape, aggravated rape, rape (3 mom) 20:1-2";0
"2019";"Female victims";"Different household-dwelling unit";"Former spouse";"0 - 4";"Suspect males";"Attempted manslaughter, murder or killing 21:1-3,34a:1";0
"2019";"Female victims";"Different household-dwelling unit";"Former spouse";"0 - 4";"Suspect males";"Assault 21:5";0
"2019";"Female victims";"Different household-dwelling unit";"Former spouse";"0 - 4";"Suspect males";"Robbery 31:1-2";0
"2019";"Female victims";"Different household-dwelling unit";"Former spouse";"0 - 4";"Suspect males";"Extortion, aggravated extortion 31:3,4";0
"2019";"Female victims";"Different household-dwelling unit";"Former spouse";"0 - 4";"Suspect males";"Deprivation of personal liberty 25:1-2§";0
"2019";"Female victims";"Different household-dwelling unit";"Former spouse";"0 - 4";"Suspect males";"Menace 25:7§";0
"2019";"Female victims";"Different household-dwelling unit";"Former spouse";"0 - 4";"Suspect females";"Rape, aggravated rape, rape (3 mom) 20:1-2";0
"2019";"Female victims";"Different household-dwelling unit";"Former spouse";"0 - 4";"Suspect females";"Attempted manslaughter, murder or killing 21:1-3,34a:1";0
"2019";"Female victims";"Different household-dwelling unit";"Former spouse";"0 - 4";"Suspect females";"Assault 21:5";0
"2019";"Female victims";"Different household-dwelling unit";"Former spouse";"0 - 4";"Suspect females";"Robbery 31:1-2";0
"2019";"Female victims";"Different household-dwelling unit";"Former spouse";"0 - 4";"Suspect females";"Extortion, aggravated extortion 31:3,4";0
"2019";"Female victims";"Different household-dwelling unit";"Former spouse";"0 - 4";"Suspect females";"Deprivation of personal liberty 25:1-2§";0
"2019";"Female victims";"Different household-dwelling unit";"Former spouse";"0 - 4";"Suspect females";"Menace 25:7§";0
"2019";"Female victims";"Different household-dwelling unit";"Former spouse";"5 - 9";"Suspect males";"Rape, aggravated rape, rape (3 mom) 20:1-2";0
"2019";"Female victims";"Different household-dwelling unit";"Former spouse";"5 - 9";"Suspect males";"Attempted manslaughter, murder or killing 21:1-3,34a:1";0
"2019";"Female victims";"Different household-dwelling unit";"Former spouse";"5 - 9";"Suspect males";"Assault 21:5";0
"2019";"Female victims";"Different household-dwelling unit";"Former spouse";"5 - 9";"Suspect males";"Robbery 31:1-2";0
"2019";"Female victims";"Different household-dwelling unit";"Former spouse";"5 - 9";"Suspect males";"Extortion, aggravated extortion 31:3,4";0
"2019";"Female victims";"Different household-dwelling unit";"Former spouse";"5 - 9";"Suspect males";"Deprivation of personal liberty 25:1-2§";0
"2019";"Female victims";"Different household-dwelling unit";"Former spouse";"5 - 9";"Suspect males";"Menace 25:7§";0
"2019";"Female victims";"Different household-dwelling unit";"Former spouse";"5 - 9";"Suspect females";"Rape, aggravated rape, rape (3 mom) 20:1-2";0
